sub_region,country,drug,year,wholesale_price,retail_price
Western and Central Europe,Ireland,Heroin,1990,63940,196
Western and Central Europe,Ireland,Heroin,1991,53940,180
Western and Central Europe,Ireland,Heroin,1992,53500,180
Western and Central Europe,Ireland,Heroin,1993,53210,168
Western and Central Europe,Ireland,Heroin,1994,52500,161
Western and Central Europe,Ireland,Heroin,1995,81479,179
Western and Central Europe,Ireland,Heroin,1996,77643,275
Western and Central Europe,Ireland,Heroin,1997,36531,228
Western and Central Europe,Ireland,Heroin,1998,34396,213
Western and Central Europe,Ireland,Heroin,1999,43478,204
Western and Central Europe,Ireland,Heroin,2000,37600,176
Western and Central Europe,Ireland,Heroin,2001,36441,170
Western and Central Europe,Ireland,Heroin,2002,36441,179
Western and Central Europe,Ireland,Heroin,2003,30510,179
Western and Central Europe,Ireland,Heroin,2004,30510,248
Western and Central Europe,Ireland,Heroin,2005,33967,252
Western and Central Europe,Ireland,Heroin,2006,33967,251
Western and Central Europe,Ireland,Heroin,2007,33967,274
Western and Central Europe,Ireland,Heroin,2008,44120,294
Western and Central Europe,Ireland,Heroin,2009,41725,209
Western and Central Europe,Ireland,Heroin,2010,39741,207
Western and Central Europe,Ireland,Heroin,2011,41882,209
Western and Central Europe,Ireland,Heroin,2012,38660,193
Western and Central Europe,Ireland,Heroin,2013,40010,200
Western and Central Europe,Ireland,Heroin,2014,52638,197
Western and Central Europe,Ireland,Heroin,2015,43764,153
Western and Central Europe,Ireland,Heroin,2016,44297,155
Western and Central Europe,Ireland,Heroin,2017,45761.5,155
Western and Central Europe,Ireland,Heroin,2018,47226,155
Western and Central Europe,Ireland,Heroin,2019,44792.83,157
Western and Central Europe,Ireland,Heroin,2020,39863.33,227.79
Western and Central Europe,Italy,Cocaine,1990,54000,108
Western and Central Europe,Italy,Cocaine,1991,48000,120
Western and Central Europe,Italy,Cocaine,1992,94000,164
Western and Central Europe,Italy,Cocaine,1993,41935,90
Western and Central Europe,Italy,Cocaine,1994,51097,104
Western and Central Europe,Italy,Cocaine,1995,51455,113
Western and Central Europe,Italy,Cocaine,1996,55633,129
Western and Central Europe,Italy,Cocaine,1997,50629,109
Western and Central Europe,Italy,Cocaine,1998,49091,129
Western and Central Europe,Italy,Cocaine,1999,47250,135
Western and Central Europe,Italy,Cocaine,2000,46000,100
Western and Central Europe,Italy,Cocaine,2001,40529,89
Western and Central Europe,Italy,Cocaine,2002,41412,90
Western and Central Europe,Italy,Cocaine,2003,47440,101
Western and Central Europe,Italy,Cocaine,2004,51759,113
Western and Central Europe,Italy,Cocaine,2005,52188,114
Western and Central Europe,Italy,Cocaine,2006,52920,104
Western and Central Europe,Italy,Cocaine,2007,56029,112
Western and Central Europe,Italy,Cocaine,2008,63514,111
Western and Central Europe,Italy,Cocaine,2009,57153,99
Western and Central Europe,Italy,Cocaine,2010,53593,92
Western and Central Europe,Italy,Cocaine,2011,54694,95
Western and Central Europe,Italy,Cocaine,2012,48854,90
Western and Central Europe,Italy,Cocaine,2013,51738,95
Western and Central Europe,Italy,Cocaine,2014,52082,94
Western and Central Europe,Italy,Cocaine,2015,42877,79
Western and Central Europe,Italy,Cocaine,2016,43499,87
Western and Central Europe,Italy,Cocaine,2017,43527,92
Western and Central Europe,Italy,Cocaine,2018,45667,96
Western and Central Europe,Italy,Cocaine,2019,42891.67,89
Western and Central Europe,Italy,Cocaine,2020,43769.93,91.34
Western and Central Europe,Italy,Heroin,1990,67500,167
Western and Central Europe,Italy,Heroin,1991,60000,148
Western and Central Europe,Italy,Heroin,1992,108000,140
Western and Central Europe,Italy,Heroin,1993,42581,29
Western and Central Europe,Italy,Heroin,1994,47690,55
Western and Central Europe,Italy,Heroin,1995,35786,41
Western and Central Europe,Italy,Heroin,1996,48152,115
Western and Central Europe,Italy,Heroin,1997,37795,98
Western and Central Europe,Italy,Heroin,1998,36459,120
Western and Central Europe,Italy,Heroin,1999,36894,95
Western and Central Europe,Italy,Heroin,2000,31163,71
Western and Central Europe,Italy,Heroin,2001,32979,68
Western and Central Europe,Italy,Heroin,2002,33669,59
Western and Central Europe,Italy,Heroin,2003,29830,63
Western and Central Europe,Italy,Heroin,2004,30109,69
Western and Central Europe,Italy,Heroin,2005,30496,68
Western and Central Europe,Italy,Heroin,2006,28830,66
Western and Central Europe,Italy,Heroin,2007,31676,66
Western and Central Europe,Italy,Heroin,2008,46300,78
Western and Central Europe,Italy,Heroin,2009,44044,72
Western and Central Europe,Italy,Heroin,2010,39478,68
Western and Central Europe,Italy,Heroin,2011,39687,73
Western and Central Europe,Italy,Heroin,2012,34912,67
Western and Central Europe,Italy,Heroin,2013,35537,68
Western and Central Europe,Italy,Heroin,2014,32961,65
Western and Central Europe,Italy,Heroin,2015,29727,53
Western and Central Europe,Italy,Heroin,2016,29884,53
Western and Central Europe,Italy,Heroin,2017,28432,48
Western and Central Europe,Italy,Heroin,2018,28524,53
Western and Central Europe,Italy,Heroin,2019,26274.82,54
Western and Central Europe,Italy,Heroin,2020,33443.05,61.5
Western and Central Europe,Luxembourg,Cocaine,1990,93919,150
Western and Central Europe,Luxembourg,Cocaine,1991,95939,150
Western and Central Europe,Luxembourg,Cocaine,1992,113521,150
Western and Central Europe,Luxembourg,Cocaine,1993,50847,150
Western and Central Europe,Luxembourg,Cocaine,1994,157593,172
Western and Central Europe,Luxembourg,Cocaine,1995,141343,194
Western and Central Europe,Luxembourg,Cocaine,1996,47625,127
Western and Central Europe,Luxembourg,Cocaine,1997,43103,115
Western and Central Europe,Luxembourg,Cocaine,1998,41072,110
Western and Central Europe,Luxembourg,Cocaine,1999,47718,119
Western and Central Europe,Luxembourg,Cocaine,2000,47718,119
Western and Central Europe,Luxembourg,Cocaine,2001,47718,119
Western and Central Europe,Luxembourg,Cocaine,2002,47718,107
Western and Central Europe,Luxembourg,Cocaine,2003,47718,96
Western and Central Europe,Luxembourg,Cocaine,2004,31052,114
Western and Central Europe,Luxembourg,Cocaine,2005,31450,105
Western and Central Europe,Luxembourg,Cocaine,2006,31450,106
Western and Central Europe,Luxembourg,Cocaine,2007,33787,89
Western and Central Europe,Luxembourg,Cocaine,2008,36299,89
Western and Central Europe,Luxembourg,Cocaine,2009,38996,89
Western and Central Europe,Luxembourg,Cocaine,2010,41895,166
Western and Central Europe,Luxembourg,Cocaine,2011,45008,119
Western and Central Europe,Luxembourg,Cocaine,2012,48353,110
Western and Central Europe,Luxembourg,Cocaine,2013,51947,114
Western and Central Europe,Luxembourg,Cocaine,2014,55808,112
Western and Central Europe,Luxembourg,Cocaine,2015,55808,93
Western and Central Europe,Luxembourg,Cocaine,2016,55808,95
Western and Central Europe,Luxembourg,Cocaine,2017,55808,106
Western and Central Europe,Luxembourg,Cocaine,2018,55808,81
Western and Central Europe,Luxembourg,Cocaine,2019,55808,77
Western and Central Europe,Luxembourg,Cocaine,2020,55808,85.42
Western and Central Europe,Luxembourg,Heroin,1990,86000,172
Western and Central Europe,Luxembourg,Heroin,1991,75000,150
Western and Central Europe,Luxembourg,Heroin,1992,75000,150
Western and Central Europe,Luxembourg,Heroin,1993,49500,150
Western and Central Europe,Luxembourg,Heroin,1994,86000,172
Western and Central Europe,Luxembourg,Heroin,1995,57079,202
Western and Central Europe,Luxembourg,Heroin,1996,59852,138
Western and Central Europe,Luxembourg,Heroin,1997,54786,141
Western and Central Europe,Luxembourg,Heroin,1998,52630,133
Western and Central Europe,Luxembourg,Heroin,1999,50368,126
Western and Central Europe,Luxembourg,Heroin,2000,48000,69
Western and Central Europe,Luxembourg,Heroin,2001,50369,67
Western and Central Europe,Luxembourg,Heroin,2002,50369,67
Western and Central Europe,Luxembourg,Heroin,2003,24700,45
Western and Central Europe,Luxembourg,Heroin,2004,43473,101
Western and Central Europe,Luxembourg,Heroin,2005,44030,102
Western and Central Europe,Luxembourg,Heroin,2006,44030,102
Western and Central Europe,Luxembourg,Heroin,2007,31451,96
Western and Central Europe,Luxembourg,Heroin,2008,33763,96
Western and Central Europe,Luxembourg,Heroin,2009,31925,96
Western and Central Europe,Luxembourg,Heroin,2010,30414,88
Western and Central Europe,Luxembourg,Heroin,2011,32052,78
Western and Central Europe,Luxembourg,Heroin,2012,29587,72
Western and Central Europe,Luxembourg,Heroin,2013,30000,74
Western and Central Europe,Luxembourg,Heroin,2014,30000,74
Western and Central Europe,Luxembourg,Heroin,2015,30000,61
Western and Central Europe,Luxembourg,Heroin,2016,30000,61
Western and Central Europe,Luxembourg,Heroin,2017,30000,61
Western and Central Europe,Luxembourg,Heroin,2018,30000,61
Western and Central Europe,Luxembourg,Heroin,2019,30000,53
Western and Central Europe,Luxembourg,Heroin,2020,30000,51.25
Western and Central Europe,Netherlands,Cocaine,1990,26500,66
Western and Central Europe,Netherlands,Cocaine,1991,28000,70
Western and Central Europe,Netherlands,Cocaine,1992,29500,74
Western and Central Europe,Netherlands,Cocaine,1993,26500,66
Western and Central Europe,Netherlands,Cocaine,1994,24680,60
Western and Central Europe,Netherlands,Cocaine,1995,33232,79
Western and Central Europe,Netherlands,Cocaine,1996,23894,52
Western and Central Europe,Netherlands,Cocaine,1997,29698,64
Western and Central Europe,Netherlands,Cocaine,1998,22355,38
Western and Central Europe,Netherlands,Cocaine,1999,27500,33
Western and Central Europe,Netherlands,Cocaine,2000,27500,33
Western and Central Europe,Netherlands,Cocaine,2001,27500,33
Western and Central Europe,Netherlands,Cocaine,2002,27500,33
Western and Central Europe,Netherlands,Cocaine,2003,27400,50
Western and Central Europe,Netherlands,Cocaine,2004,33775,59
Western and Central Europe,Netherlands,Cocaine,2005,33775,59
Western and Central Europe,Netherlands,Cocaine,2006,35000,60
Western and Central Europe,Netherlands,Cocaine,2007,42409,59
Western and Central Europe,Netherlands,Cocaine,2008,46691,63
Western and Central Europe,Netherlands,Cocaine,2009,44149,63
Western and Central Europe,Netherlands,Cocaine,2010,41596,59
Western and Central Europe,Netherlands,Cocaine,2011,43836,73
Western and Central Europe,Netherlands,Cocaine,2012,40464,67
Western and Central Europe,Netherlands,Cocaine,2013,41877,69
Western and Central Europe,Netherlands,Cocaine,2014,41877,69
Western and Central Europe,Netherlands,Cocaine,2015,41877,65.15
Western and Central Europe,Netherlands,Cocaine,2016,41877,62.04
Western and Central Europe,Netherlands,Cocaine,2017,41877,56
Western and Central Europe,Netherlands,Cocaine,2018,41877,58
Western and Central Europe,Netherlands,Cocaine,2019,41877,58
Western and Central Europe,Netherlands,Cocaine,2020,41877,57.29
Western and Central Europe,Netherlands,Heroin,1990,23850,49
Western and Central Europe,Netherlands,Heroin,1991,25000,50
Western and Central Europe,Netherlands,Heroin,1992,26550,55
Western and Central Europe,Netherlands,Heroin,1993,23850,49
Western and Central Europe,Netherlands,Heroin,1994,23850,55
Western and Central Europe,Netherlands,Heroin,1995,24384,61
Western and Central Europe,Netherlands,Heroin,1996,20572,48
Western and Central Europe,Netherlands,Heroin,1997,13810,55
Western and Central Europe,Netherlands,Heroin,1998,14056,34
Western and Central Europe,Netherlands,Heroin,1999,16985,30
Western and Central Europe,Netherlands,Heroin,2000,14703,25
Western and Central Europe,Netherlands,Heroin,2001,15757,43
Western and Central Europe,Netherlands,Heroin,2002,29199,35
Western and Central Europe,Netherlands,Heroin,2003,17730,40
Western and Central Europe,Netherlands,Heroin,2004,17730,57
Western and Central Europe,Netherlands,Heroin,2005,18240,38
Western and Central Europe,Netherlands,Heroin,2006,16625,38
Western and Central Europe,Netherlands,Heroin,2007,16957,33
Western and Central Europe,Netherlands,Heroin,2008,19841,53
Western and Central Europe,Netherlands,Heroin,2009,19841,53
Western and Central Europe,Netherlands,Heroin,2010,22079,51
Western and Central Europe,Netherlands,Heroin,2011,23268,60
Western and Central Europe,Netherlands,Heroin,2012,21478,55
Western and Central Europe,Netherlands,Heroin,2013,22228,47
Western and Central Europe,Netherlands,Heroin,2014,22228,45
Western and Central Europe,Netherlands,Heroin,2015,22228,45
Western and Central Europe,Netherlands,Heroin,2016,22228,39
Western and Central Europe,Netherlands,Heroin,2017,22228,43
Western and Central Europe,Netherlands,Heroin,2018,22228,41
Western and Central Europe,Netherlands,Heroin,2019,22228,41
Western and Central Europe,Netherlands,Heroin,2020,22228,41
Western and Central Europe,Norway,Cocaine,1990,120000,176
Western and Central Europe,Norway,Cocaine,1991,120000,170
Western and Central Europe,Norway,Cocaine,1992,127500,255
Western and Central Europe,Norway,Cocaine,1993,110000,156
Western and Central Europe,Norway,Cocaine,1994,39971,145
Western and Central Europe,Norway,Cocaine,1995,50000,150
Western and Central Europe,Norway,Cocaine,1996,41670,153
Western and Central Europe,Norway,Cocaine,1997,60028,177
Western and Central Europe,Norway,Cocaine,1998,81699,133
Western and Central Europe,Norway,Cocaine,1999,57545,128
Western and Central Europe,Norway,Cocaine,2000,51417,114
Western and Central Europe,Norway,Cocaine,2001,51569,157
Western and Central Europe,Norway,Cocaine,2002,54159,165
Western and Central Europe,Norway,Cocaine,2003,56500,170
Western and Central Europe,Norway,Cocaine,2004,65209,155
Western and Central Europe,Norway,Cocaine,2005,65209,155
Western and Central Europe,Norway,Cocaine,2006,56400,151
Western and Central Europe,Norway,Cocaine,2007,61661,164
Western and Central Europe,Norway,Cocaine,2008,51471,154
Western and Central Europe,Norway,Cocaine,2009,48668,146
Western and Central Europe,Norway,Cocaine,2010,46365,139
Western and Central Europe,Norway,Cocaine,2011,48862,147
Western and Central Europe,Norway,Cocaine,2012,45103,135
Western and Central Europe,Norway,Cocaine,2013,46678,127
Western and Central Europe,Norway,Cocaine,2014,46678,109
Western and Central Europe,Norway,Cocaine,2015,46678,92
Western and Central Europe,Norway,Cocaine,2016,46678,92
Western and Central Europe,Norway,Cocaine,2017,42393.38,115
Western and Central Europe,Norway,Cocaine,2018,42393.38,115
Western and Central Europe,Norway,Cocaine,2019,42393.38,115
Western and Central Europe,Norway,Cocaine,2020,42393.38,115
Western and Central Europe,Norway,Heroin,1990,220000,1680
Western and Central Europe,Norway,Heroin,1991,200000,525
Western and Central Europe,Norway,Heroin,1992,212500,510
Western and Central Europe,Norway,Heroin,1993,151099,275
Western and Central Europe,Norway,Heroin,1994,101744,349
Western and Central Europe,Norway,Heroin,1995,85000,300
Western and Central Europe,Norway,Heroin,1996,72520,282
Western and Central Europe,Norway,Heroin,1997,62209,198
Western and Central Europe,Norway,Heroin,1998,64918,186
Western and Central Europe,Norway,Heroin,1999,49872,166
Western and Central Europe,Norway,Heroin,2000,44561,128
Western and Central Europe,Norway,Heroin,2001,35874,157
Western and Central Europe,Norway,Heroin,2002,37676,165
Western and Central Europe,Norway,Heroin,2003,48234,198
Western and Central Europe,Norway,Heroin,2004,52790,148
Western and Central Europe,Norway,Heroin,2005,53490,220
Western and Central Europe,Norway,Heroin,2006,53325,220
Western and Central Europe,Norway,Heroin,2007,58235,240
Western and Central Europe,Norway,Heroin,2008,47766,170
Western and Central Europe,Norway,Heroin,2009,47766,160
Western and Central Europe,Norway,Heroin,2010,47794,152
Western and Central Europe,Norway,Heroin,2011,45372,161
Western and Central Europe,Norway,Heroin,2012,41223,143
Western and Central Europe,Norway,Heroin,2013,37074,126
Western and Central Europe,Norway,Heroin,2014,32925,109
Western and Central Europe,Norway,Heroin,2015,28775,92
Western and Central Europe,Norway,Heroin,2016,28775,97
Western and Central Europe,Norway,Heroin,2017,28775,102
Western and Central Europe,Norway,Heroin,2018,28775,102
Western and Central Europe,Norway,Heroin,2019,28775,102
Western and Central Europe,Norway,Heroin,2020,28775,102
Western and Central Europe,Portugal,Cocaine,1990,39500,63
Western and Central Europe,Portugal,Cocaine,1991,39285,57
Western and Central Europe,Portugal,Cocaine,1992,33000,60
Western and Central Europe,Portugal,Cocaine,1993,27000,57
Western and Central Europe,Portugal,Cocaine,1994,27950,59
Western and Central Europe,Portugal,Cocaine,1995,34483,66
Western and Central Europe,Portugal,Cocaine,1996,42591,64
Western and Central Europe,Portugal,Cocaine,1997,37908,57
Western and Central Europe,Portugal,Cocaine,1998,33447,51
Western and Central Europe,Portugal,Cocaine,1999,30000,43
Western and Central Europe,Portugal,Cocaine,2000,28000,56
Western and Central Europe,Portugal,Cocaine,2001,29080,48
Western and Central Europe,Portugal,Cocaine,2002,31046,36
Western and Central Europe,Portugal,Cocaine,2003,32410,47
Western and Central Europe,Portugal,Cocaine,2004,36399,49
Western and Central Europe,Portugal,Cocaine,2005,36399,55
Western and Central Europe,Portugal,Cocaine,2006,31365,56
Western and Central Europe,Portugal,Cocaine,2007,34256,55
Western and Central Europe,Portugal,Cocaine,2008,44118,66
Western and Central Europe,Portugal,Cocaine,2009,41716,66
Western and Central Europe,Portugal,Cocaine,2010,39741,61
Western and Central Europe,Portugal,Cocaine,2011,41882,70
Western and Central Europe,Portugal,Cocaine,2012,38660,65
Western and Central Europe,Portugal,Cocaine,2013,40010,63
Western and Central Europe,Portugal,Cocaine,2014,40010,63
Western and Central Europe,Portugal,Cocaine,2015,40010,59.31
Western and Central Europe,Portugal,Cocaine,2016,40010,56.58
Western and Central Europe,Portugal,Cocaine,2017,27643,50
Western and Central Europe,Portugal,Cocaine,2018,25260.47,54
Western and Central Europe,Portugal,Cocaine,2019,22877.93,37
Western and Central Europe,Portugal,Cocaine,2020,18895.22,37.59
Western and Central Europe,Portugal,Heroin,1990,50000,83
Western and Central Europe,Portugal,Heroin,1991,55000,82
Western and Central Europe,Portugal,Heroin,1992,46667,72
Western and Central Europe,Portugal,Heroin,1993,31500,63
Western and Central Europe,Portugal,Heroin,1994,32428,65
Western and Central Europe,Portugal,Heroin,1995,43171,79
Western and Central Europe,Portugal,Heroin,1996,45902,68
Western and Central Europe,Portugal,Heroin,1997,38841,55
Western and Central Europe,Portugal,Heroin,1998,30483,74
Western and Central Europe,Portugal,Heroin,1999,29339,37
Western and Central Europe,Portugal,Heroin,2000,25398,45
Western and Central Europe,Portugal,Heroin,2001,31310,45
Western and Central Europe,Portugal,Heroin,2002,25839,41
Western and Central Europe,Portugal,Heroin,2003,31000,54
Western and Central Europe,Portugal,Heroin,2004,34075,52
Western and Central Europe,Portugal,Heroin,2005,34512,52
Western and Central Europe,Portugal,Heroin,2006,34512,52
Western and Central Europe,Portugal,Heroin,2007,20554,52
Western and Central Europe,Portugal,Heroin,2008,27206,49
Western and Central Europe,Portugal,Heroin,2009,38239,51
Western and Central Europe,Portugal,Heroin,2010,29806,47
Western and Central Europe,Portugal,Heroin,2011,31411,50
Western and Central Europe,Portugal,Heroin,2012,28995,46
Western and Central Europe,Portugal,Heroin,2013,30007,48
Western and Central Europe,Portugal,Heroin,2014,30007,34
Western and Central Europe,Portugal,Heroin,2015,30007,32
Western and Central Europe,Portugal,Heroin,2016,30007,29
Western and Central Europe,Portugal,Heroin,2017,30007,30
Western and Central Europe,Portugal,Heroin,2018,30007,34
Western and Central Europe,Portugal,Heroin,2019,30007,27
Western and Central Europe,Portugal,Heroin,2020,30007,19.51
Western and Central Europe,Spain,Cocaine,1990,65000,110
Western and Central Europe,Spain,Cocaine,1991,60000,100
Western and Central Europe,Spain,Cocaine,1992,55000,100
Western and Central Europe,Spain,Cocaine,1993,35000,63
Western and Central Europe,Spain,Cocaine,1994,36434,78
Western and Central Europe,Spain,Cocaine,1995,41322,91
Western and Central Europe,Spain,Cocaine,1996,38760,72
Western and Central Europe,Spain,Cocaine,1997,36806,68
Western and Central Europe,Spain,Cocaine,1998,38924,68
Western and Central Europe,Spain,Cocaine,1999,38898,63
Western and Central Europe,Spain,Cocaine,2000,30882,52
Western and Central Europe,Spain,Cocaine,2001,38898,52
Western and Central Europe,Spain,Cocaine,2002,31511,56
Western and Central Europe,Spain,Cocaine,2003,38830,70
Western and Central Europe,Spain,Cocaine,2004,42167,76
Western and Central Europe,Spain,Cocaine,2005,41321,76
Western and Central Europe,Spain,Cocaine,2006,41210,76
Western and Central Europe,Spain,Cocaine,2007,46274,83
Western and Central Europe,Spain,Cocaine,2008,48709,89
Western and Central Europe,Spain,Cocaine,2009,45941,83
Western and Central Europe,Spain,Cocaine,2010,45034,79
Western and Central Europe,Spain,Cocaine,2011,47877,82
Western and Central Europe,Spain,Cocaine,2012,43909,76
Western and Central Europe,Spain,Cocaine,2013,44756,77
Western and Central Europe,Spain,Cocaine,2014,44857,76
Western and Central Europe,Spain,Cocaine,2015,37603,64
Western and Central Europe,Spain,Cocaine,2016,38586,64
Western and Central Europe,Spain,Cocaine,2017,39747,67
Western and Central Europe,Spain,Cocaine,2018,40150,70
Western and Central Europe,Spain,Cocaine,2019,38076.15,67
Western and Central Europe,Spain,Cocaine,2020,40726.65,67
Western and Central Europe,Spain,Heroin,1990,160000,175
Western and Central Europe,Spain,Heroin,1991,125000,185
Western and Central Europe,Spain,Heroin,1992,122500,180
Western and Central Europe,Spain,Heroin,1993,91000,126
Western and Central Europe,Spain,Heroin,1994,74418,132
Western and Central Europe,Spain,Heroin,1995,79880,120
Western and Central Europe,Spain,Heroin,1996,84395,112
Western and Central Europe,Spain,Heroin,1997,63880,88
Western and Central Europe,Spain,Heroin,1998,52755,82
Western and Central Europe,Spain,Heroin,1999,53820,75
Western and Central Europe,Spain,Heroin,2000,43596,59
Western and Central Europe,Spain,Heroin,2001,32000,57
Western and Central Europe,Spain,Heroin,2002,41202,61
Western and Central Europe,Spain,Heroin,2003,48420,75
Western and Central Europe,Spain,Heroin,2004,46350,81
Western and Central Europe,Spain,Heroin,2005,47055,80
Western and Central Europe,Spain,Heroin,2006,47371,78
Western and Central Europe,Spain,Heroin,2007,47671,86
Western and Central Europe,Spain,Heroin,2008,50697,92
Western and Central Europe,Spain,Heroin,2009,46621,86
Western and Central Europe,Spain,Heroin,2010,43993,80
Western and Central Europe,Spain,Heroin,2011,44530,83
Western and Central Europe,Spain,Heroin,2012,42110,76
Western and Central Europe,Spain,Heroin,2013,42012,76
Western and Central Europe,Spain,Heroin,2014,38807,75
Western and Central Europe,Spain,Heroin,2015,35138,63
Western and Central Europe,Spain,Heroin,2016,35755,64
Western and Central Europe,Spain,Heroin,2017,34624,64
Western and Central Europe,Spain,Heroin,2018,36681,69
Western and Central Europe,Spain,Heroin,2019,34529.68,66
Western and Central Europe,Spain,Heroin,2020,36029.61,66
Western and Central Europe,Sweden,Cocaine,1990,80000,160
Western and Central Europe,Sweden,Cocaine,1991,85000,152
Western and Central Europe,Sweden,Cocaine,1992,91375,183
Western and Central Europe,Sweden,Cocaine,1993,61450,123
Western and Central Europe,Sweden,Cocaine,1994,73825,148
Western and Central Europe,Sweden,Cocaine,1995,55556,118
Western and Central Europe,Sweden,Cocaine,1996,59255,118
Western and Central Europe,Sweden,Cocaine,1997,45573,98
Western and Central Europe,Sweden,Cocaine,1998,50484,88
Western and Central Europe,Sweden,Cocaine,1999,48508,97
Western and Central Europe,Sweden,Cocaine,2000,38394,77
Western and Central Europe,Sweden,Cocaine,2001,34693,79
Western and Central Europe,Sweden,Cocaine,2002,35763,87
Western and Central Europe,Sweden,Cocaine,2003,43130,99
Western and Central Europe,Sweden,Cocaine,2004,39560,93
Western and Central Europe,Sweden,Cocaine,2005,40068,92
Western and Central Europe,Sweden,Cocaine,2006,39270,101
Western and Central Europe,Sweden,Cocaine,2007,51883,96
Western and Central Europe,Sweden,Cocaine,2008,72844,138
Western and Central Europe,Sweden,Cocaine,2009,45459,104
Western and Central Europe,Sweden,Cocaine,2010,48382,111
Western and Central Europe,Sweden,Cocaine,2011,54494,125
Western and Central Europe,Sweden,Cocaine,2012,51620,147
Western and Central Europe,Sweden,Cocaine,2013,53159,139
Western and Central Europe,Sweden,Cocaine,2014,43938,127
Western and Central Europe,Sweden,Cocaine,2015,59744,108
Western and Central Europe,Sweden,Cocaine,2016,46860,117
Western and Central Europe,Sweden,Cocaine,2017,46604,105
Western and Central Europe,Sweden,Cocaine,2018,40262,115
Western and Central Europe,Sweden,Cocaine,2019,38107.34,85
Western and Central Europe,Sweden,Cocaine,2020,46060.47,97.54
Western and Central Europe,Sweden,Heroin,1990,140000,225
Western and Central Europe,Sweden,Heroin,1991,130000,210
Western and Central Europe,Sweden,Heroin,1992,115000,195
Western and Central Europe,Sweden,Heroin,1993,95000,180
Western and Central Europe,Sweden,Heroin,1994,117625,165
Western and Central Europe,Sweden,Heroin,1995,62655,337
Western and Central Europe,Sweden,Heroin,1996,64829,346
Western and Central Europe,Sweden,Heroin,1997,65771,135
Western and Central Europe,Sweden,Heroin,1998,63190,130
Western and Central Europe,Sweden,Heroin,1999,61022,126
Western and Central Europe,Sweden,Heroin,2000,41626,113
Western and Central Europe,Sweden,Heroin,2001,33702,129
Western and Central Europe,Sweden,Heroin,2002,34738,133
Western and Central Europe,Sweden,Heroin,2003,41900,128
Western and Central Europe,Sweden,Heroin,2004,31648,119
Western and Central Europe,Sweden,Heroin,2005,35970,149
Western and Central Europe,Sweden,Heroin,2006,35970,138
Western and Central Europe,Sweden,Heroin,2007,37059,185
Western and Central Europe,Sweden,Heroin,2008,38339,234
Western and Central Europe,Sweden,Heroin,2009,32471,201
Western and Central Europe,Sweden,Heroin,2010,41471,214
Western and Central Europe,Sweden,Heroin,2011,54494,272
Western and Central Europe,Sweden,Heroin,2012,44246,306
Western and Central Europe,Sweden,Heroin,2013,46225,169
Western and Central Europe,Sweden,Heroin,2014,41447,127
Western and Central Europe,Sweden,Heroin,2015,41447,135
Western and Central Europe,Sweden,Heroin,2016,41447,117
Western and Central Europe,Sweden,Heroin,2017,41447,73
Western and Central Europe,Sweden,Heroin,2018,41447,89
Western and Central Europe,Sweden,Heroin,2019,41447,95
Western and Central Europe,Sweden,Heroin,2020,37932.16,86.7
Western and Central Europe,Switzerland,Cocaine,1990,63900,178
Western and Central Europe,Switzerland,Cocaine,1991,94250,144
Western and Central Europe,Switzerland,Cocaine,1992,116250,188
Western and Central Europe,Switzerland,Cocaine,1993,50847,136
Western and Central Europe,Switzerland,Cocaine,1994,72012,146
Western and Central Europe,Switzerland,Cocaine,1995,75949,148
Western and Central Europe,Switzerland,Cocaine,1996,51587,127
Western and Central Europe,Switzerland,Cocaine,1997,40780,117
Western and Central Europe,Switzerland,Cocaine,1998,41152,110
Western and Central Europe,Switzerland,Cocaine,1999,41000,109
Western and Central Europe,Switzerland,Cocaine,2000,35482,77
Western and Central Europe,Switzerland,Cocaine,2001,23392,69
Western and Central Europe,Switzerland,Cocaine,2002,19274,74
Western and Central Europe,Switzerland,Cocaine,2003,37230,89
Western and Central Europe,Switzerland,Cocaine,2004,44008,86
Western and Central Europe,Switzerland,Cocaine,2005,44008,86
Western and Central Europe,Switzerland,Cocaine,2006,41090,74
Western and Central Europe,Switzerland,Cocaine,2007,44351,75
Western and Central Europe,Switzerland,Cocaine,2008,49307,65
Western and Central Europe,Switzerland,Cocaine,2009,50379,82
Western and Central Europe,Switzerland,Cocaine,2010,52554,96
Western and Central Europe,Switzerland,Cocaine,2011,58950,102
Western and Central Europe,Switzerland,Cocaine,2012,55477,96
Western and Central Europe,Switzerland,Cocaine,2013,58625,99
Western and Central Europe,Switzerland,Cocaine,2014,52685,78
Western and Central Europe,Switzerland,Cocaine,2015,52472,78
Western and Central Europe,Switzerland,Cocaine,2016,52472,78
Western and Central Europe,Switzerland,Cocaine,2017,52472,78
Western and Central Europe,Switzerland,Cocaine,2018,52472,78
Western and Central Europe,Switzerland,Cocaine,2019,52472,78
Western and Central Europe,Switzerland,Cocaine,2020,52472,78
Western and Central Europe,Switzerland,Heroin,1990,124000,312
Western and Central Europe,Switzerland,Heroin,1991,153800,221
Western and Central Europe,Switzerland,Heroin,1992,228875,248
Western and Central Europe,Switzerland,Heroin,1993,47460,126
Western and Central Europe,Switzerland,Heroin,1994,52823,164
Western and Central Europe,Switzerland,Heroin,1995,54850,190
Western and Central Europe,Switzerland,Heroin,1996,41665,116
Western and Central Europe,Switzerland,Heroin,1997,37234,81
